Date,Close
8/23/2013,12762.3
8/26/2013,12760.3
8/27/2013,12591.21
8/28/2013,12607.22
8/29/2013,12704.73
8/30/2013,12653.9
9/3/2013,12740.5
9/4/2013,12757.81
9/5/2013,12845.06
9/6/2013,12820.92
9/9/2013,12854.64
9/10/2013,12824.48
9/11/2013,12825.42
9/12/2013,12701.05
9/13/2013,12723.4
9/16/2013,12816.88
9/17/2013,12834.11
9/18/2013,12931.4
9/19/2013,12926.78
9/20/2013,12806.47
9/23/2013,12811.18
9/24/2013,12848.89
9/25/2013,12836.71
9/26/2013,12841.62
9/27/2013,12844.08
9/30/2013,12787.19
10/1/2013,12847.44
10/2/2013,12839
10/3/2013,12735.12
10/4/2013,12758.65
10/7/2013,12788.25
10/8/2013,12692.41
10/9/2013,12730.33
10/10/2013,12894.41
10/11/2013,12892.11
10/15/2013,12931.46
10/16/2013,12957.21
10/17/2013,13036.36
10/18/2013,13136.09
10/21/2013,13186.53
10/22/2013,13248.06
10/23/2013,13243.32
10/24/2013,13324.75
10/25/2013,13399.42
10/28/2013,13371.84
10/29/2013,13440.61
10/30/2013,13455.33
10/31/2013,13361.26
11/1/2013,13337.46
11/4/2013,13361.78
11/5/2013,13361.71
11/6/2013,13380.41
11/7/2013,13294.2
11/8/2013,13378.33
11/11/2013,13358.39
11/12/2013,13326.04
11/13/2013,13370.66
11/14/2013,13431.38
11/15/2013,13482.57
11/18/2013,13458.06
11/19/2013,13442.77
11/20/2013,13430.01
11/21/2013,13475.33
11/22/2013,13478.34
11/25/2013,13472.22
11/26/2013,13349.77
11/27/2013,13362.06
11/28/2013,13370.83
11/29/2013,13395.4
12/2/2013,13419.57
12/3/2013,13319.87
12/4/2013,13304.92
12/5/2013,13200.4
12/6/2013,13280.72
12/9/2013,13312.78
12/10/2013,13324.01
12/11/2013,13133.42
12/12/2013,13114.39
12/13/2013,13125.7
12/16/2013,13184.41
12/17/2013,13180.16
12/18/2013,13334.73
12/19/2013,13392.2
12/20/2013,13399.6
12/23/2013,13447.7
12/24/2013,13518.02
12/27/2013,13587.98
12/30/2013,13581.39
12/31/2013,13621.55
1/2/2014,13594.19
1/3/2014,13548.86
1/6/2014,13495.54
1/7/2014,13596.93
1/8/2014,13614.63
1/9/2014,13629.41
1/10/2014,13747.52
1/13/2014,13681.48
1/14/2014,13692.38
1/15/2014,13772.58
1/16/2014,13831.58
1/17/2014,13888.21
1/20/2014,13990.29
1/21/2014,13951.77
1/22/2014,13988.2
1/23/2014,13932.97
1/24/2014,13717.76
1/27/2014,13582.29
1/28/2014,13687.66
1/29/2014,13643.22
1/30/2014,13735.28
1/31/2014,13694.94
2/3/2014,13486.2
2/4/2014,13504.48
2/5/2014,13559.69
2/6/2014,13713.4
2/7/2014,13786.5
2/10/2014,13794.18
2/11/2014,13880.99
2/12/2014,13900.49
2/13/2014,14001.65
2/14/2014,14054.76
2/18/2014,14077.47
2/19/2014,14119.73
2/20/2014,14210.37
2/21/2014,14205.72
2/24/2014,14227.08
2/25/2014,14188.98
2/26/2014,14188.58
2/27/2014,14214.74
2/28/2014,14209.59
3/3/2014,14212.74
3/4/2014,14289.86
3/5/2014,14304.17
3/6/2014,14271.92
3/7/2014,14299.08
3/10/2014,14302.06
3/11/2014,14267.23
3/12/2014,14319
3/13/2014,14245.14
3/14/2014,14227.66
3/17/2014,14231.89
3/18/2014,14368.98
3/19/2014,14334.04
3/20/2014,14361.83
3/21/2014,14335.76
3/24/2014,14278.55
3/25/2014,14299.49
3/26/2014,14184.1
3/27/2014,14178.84
3/28/2014,14260.72
3/31/2014,14335.31
4/1/2014,14380.55
4/2/2014,14459.11
4/3/2014,14402.21
4/4/2014,14393.1
4/7/2014,14270.33
4/8/2014,14372.45
4/9/2014,14435.58
4/10/2014,14308
4/11/2014,14257.69
4/14/2014,14284.43
4/15/2014,14303.92
4/16/2014,14446.52
4/17/2014,14500.39
4/21/2014,14493.68
4/22/2014,14555.97
4/23/2014,14533.39
4/24/2014,14554.25
4/25/2014,14533.57
4/28/2014,14530.91
4/29/2014,14583.11
4/30/2014,14651.87
5/1/2014,14664.07
5/2/2014,14765.15
5/5/2014,14697.03
5/6/2014,14612.29
5/7/2014,14656.4
5/8/2014,14546.03
5/9/2014,14534.06
5/12/2014,14654.94
5/13/2014,14679.81
5/14/2014,14673.73
5/15/2014,14588.89
5/16/2014,14514.74
5/20/2014,14525.19
5/21/2014,14649.86
5/22/2014,14702.29
5/23/2014,14708.1
5/26/2014,14715.69
5/27/2014,14658.02
5/28/2014,14610.96
5/29/2014,14588.95
5/30/2014,14604.16
6/2/2014,14680.76
6/3/2014,14734.69
6/4/2014,14796.79
6/5/2014,14800.18
6/6/2014,14838.9
6/9/2014,14871.21
6/10/2014,14904.38
6/11/2014,14892.13
6/12/2014,14909.63
6/13/2014,15001.61
6/16/2014,15040.43
6/17/2014,15055.89
6/18/2014,15109.25
6/19/2014,15112.22
6/20/2014,15108.97
6/23/2014,15105.63
6/24/2014,14962.37
6/25/2014,14974.65
6/26/2014,15030.74
6/27/2014,15094.25
6/30/2014,15146.01
7/2/2014,15209.79
7/3/2014,15207.11
7/4/2014,15214.96
7/7/2014,15172.93
7/8/2014,15137.18
7/9/2014,15215.19
7/10/2014,15114.48
7/11/2014,15125.5
7/14/2014,15171.23
7/15/2014,15081.32
7/16/2014,15226.34
7/17/2014,15204.48
7/18/2014,15266.57
7/21/2014,15249.99
7/22/2014,15315.13
7/23/2014,15394.38
7/24/2014,15394.45
7/25/2014,15455.04
7/28/2014,15445.22
7/29/2014,15446.55
7/30/2014,15524.82
7/31/2014,15330.74
8/1/2014,15215.26
8/5/2014,15187.71
8/6/2014,15202.09
8/7/2014,15118.43
8/8/2014,15196.31
8/11/2014,15261.64
8/12/2014,15274.23
8/13/2014,15262.73
8/14/2014,15291.18
8/15/2014,15304.24
8/18/2014,15338.47
8/19/2014,15477.17
8/20/2014,15561.95
8/21/2014,15556.09
8/22/2014,15535.55
8/25/2014,15598.74
8/26/2014,15619.21
8/27/2014,15602.65
8/28/2014,15558.17
8/29/2014,15625.73
9/2/2014,15619.08
9/3/2014,15657.63
9/4/2014,15576.79
9/5/2014,15569.92
9/8/2014,15509.39
9/9/2014,15536.81
9/10/2014,15471.89
9/11/2014,15534.32
9/12/2014,15531.58
9/15/2014,15482.56
9/16/2014,15510.54
9/17/2014,15458.88
9/18/2014,15465.54
9/19/2014,15265.35
9/22/2014,15129
9/23/2014,15125.67
9/24/2014,15120.54
9/25/2014,14893.57
9/26/2014,15026.77
9/29/2014,14976.92
9/30/2014,14960.51
10/1/2014,14805.44
10/2/2014,14760.64
10/3/2014,14789.78
10/6/2014,14743.12
10/7/2014,14576.45
10/8/2014,14666.47
10/9/2014,14460.6
10/10/2014,14227.36
10/14/2014,14036.68
10/15/2014,13869.88
10/16/2014,14052.97
10/17/2014,14227.68
10/20/2014,14337.77
10/21/2014,14547.71
10/22/2014,14312.07
10/23/2014,14486.83
10/24/2014,14543.82
10/27/2014,14469
10/28/2014,14624.25
10/29/2014,14527.57
10/30/2014,14458.69
10/31/2014,14613.32
11/3/2014,14537.62
11/4/2014,14390.43
11/5/2014,14548.26
11/6/2014,14563.38
11/7/2014,14690.83
11/10/2014,14709.8
11/11/2014,14760.27
11/12/2014,14856.2
11/13/2014,14778.77
11/14/2014,14843.1
11/17/2014,14882.5
11/18/2014,14972.97
11/19/2014,14980.15
11/20/2014,15075.18
11/21/2014,15111.13
11/24/2014,15015.41
11/25/2014,15073.65
11/26/2014,15038.41
11/27/2014,14922.44
11/28/2014,14744.7
12/1/2014,14625.32
12/2/2014,14620.07
12/3/2014,14754.06
12/4/2014,14469.95
12/5/2014,14473.7
12/8/2014,14144.17
12/9/2014,14195.73
12/10/2014,13852.95
12/11/2014,13905.12
12/12/2014,13731.05
12/15/2014,13705.14
12/16/2014,13861.52
12/17/2014,14213.88
12/18/2014,14346.75
12/19/2014,14468.26
12/22/2014,14432.38
12/23/2014,14594.03
12/24/2014,14609.25
12/29/2014,14663.92
12/30/2014,14640.04
12/31/2014,14632.44
1/2/2015,14753.65
1/5/2015,14392.7
1/6/2015,14246.77
1/7/2015,14285
1/8/2015,14457.72
1/9/2015,14384.92
1/12/2015,14265.01
1/13/2015,14187.16
1/14/2015,14084.43
1/15/2015,14041.82
1/16/2015,14309.41
1/19/2015,14312.5
1/20/2015,14308.44
1/21/2015,14560.42
1/22/2015,14763.98
1/23/2015,14779.35
1/26/2015,14797.83
1/27/2015,14833.88
1/28/2015,14602.88
1/29/2015,14637.28
1/30/2015,14673.48
2/2/2015,14900.47
2/3/2015,15062.88
2/4/2015,14995.65
2/5/2015,15124.92
2/6/2015,15083.92
2/9/2015,15100.7
2/10/2015,15112.52
2/11/2015,15151.5
2/12/2015,15228.52
2/13/2015,15264.81
2/17/2015,15284.61
2/18/2015,15212.75
2/19/2015,15180.33
2/20/2015,15172.24
2/23/2015,15200.26
2/24/2015,15164.97
2/25/2015,15228.57
2/26/2015,15241.16
2/27/2015,15234.34
3/2/2015,15264.05
3/3/2015,15133.85
3/4/2015,15082.84
3/5/2015,15103.11
3/6/2015,14952.5
3/9/2015,14854.49
3/10/2015,14641.76
3/11/2015,14739.2
3/12/2015,14770.72
3/13/2015,14731.5
3/16/2015,14862.76
3/17/2015,14898.53
3/18/2015,14962.24
3/19/2015,14873.93
3/20/2015,14942.41
3/23/2015,14957.21
3/24/2015,15081.26
3/25/2015,14929.37
3/26/2015,14869.8
3/27/2015,14812.42
3/30/2015,14908.39
3/31/2015,14902.44
4/1/2015,14942.55
4/2/2015,15026.62
4/6/2015,15100.65
4/7/2015,15188.84
4/8/2015,15213.6
4/9/2015,15326.31
4/10/2015,15388.43
4/13/2015,15383.59
4/14/2015,15389.28
4/15/2015,15450.87
4/16/2015,15386.77
4/17/2015,15360.55
4/20/2015,15412.6
4/21/2015,15346.44
4/22/2015,15304.77
4/23/2015,15392.35
4/24/2015,15408.33
4/27/2015,15344.08
4/28/2015,15346.07
4/29/2015,15347.34
4/30/2015,15224.52
5/1/2015,15339.77
5/4/2015,15367.47
5/5/2015,15173.94
5/6/2015,15023.89
5/7/2015,15088.82
5/8/2015,15170.02
5/11/2015,15152.64
5/12/2015,15043.15
5/13/2015,14980.72
5/14/2015,15028.12
5/15/2015,15108.12
5/19/2015,15121.02
5/20/2015,15072.83
5/21/2015,15203.61
5/22/2015,15200.76
5/25/2015,15187.4
5/26/2015,15050.81
5/27/2015,15110.47
5/28/2015,15107
5/29/2015,15014.09
6/1/2015,15074.13
6/2/2015,15104.74
6/3/2015,15154.68
6/4/2015,15019.39
6/5/2015,14957.16
6/8/2015,14743.33
6/9/2015,14817.71
6/10/2015,14889.04
6/11/2015,14830.88
6/12/2015,14741.15
6/15/2015,14756.05
6/16/2015,14753.05
6/17/2015,14732.98
6/18/2015,14770.64
6/19/2015,14653.12
6/22/2015,14790.48
6/23/2015,14904.91
6/24/2015,14947.51
6/25/2015,14897.5
6/26/2015,14808.09
6/29/2015,14490.15
6/30/2015,14553.33
7/2/2015,14637.99
7/3/2015,14682.39
7/6/2015,14593.57
7/7/2015,14624.5
7/8/2015,14412.07
7/9/2015,14278.49
7/10/2015,14411.07
7/13/2015,14533.22
7/14/2015,14599.4
7/15/2015,14662.28
7/16/2015,14731.08
7/17/2015,14642.84
7/20/2015,14425.55
7/21/2015,14376.24
7/22/2015,14307.12
7/23/2015,14265.37
7/24/2015,14186.24
7/27/2015,14001.37
7/28/2015,14077.36
7/29/2015,14301.8
7/30/2015,14382.78
7/31/2015,14468.44
8/4/2015,14491.05
8/5/2015,14502.99
8/6/2015,14405.91
8/7/2015,14302.7
8/10/2015,14466.39
8/11/2015,14414.67
8/12/2015,14339.53
8/13/2015,14238.4
8/14/2015,14277.88
8/17/2015,14251.53
8/18/2015,14193.87
8/19/2015,14036.63
8/20/2015,13737
8/21/2015,13473.67
8/24/2015,13052.74
8/25/2015,13150.93
8/26/2015,13381.59
8/27/2015,13766.67
8/28/2015,13865.07
8/31/2015,13859.12
9/1/2015,13481.9
9/2/2015,13545.25
9/3/2015,13596.41
9/4/2015,13478.31
9/8/2015,13630.67
9/9/2015,13531.85
9/10/2015,13569.89
9/11/2015,13461.47
9/14/2015,13353.34
9/15/2015,13462.71
9/16/2015,13763.78
9/17/2015,13787.16
9/18/2015,13646.9
9/21/2015,13779.44
9/22/2015,13491.09
9/23/2015,13383.69
9/24/2015,13338.67
9/25/2015,13378.57
9/28/2015,13004.58
9/29/2015,13036.96
9/30/2015,13306.96
10/1/2015,13241.89
10/2/2015,13339.74
10/5/2015,13552.2
10/6/2015,13647.26
10/7/2015,13868.35
10/8/2015,13978.66
10/9/2015,13964.36
10/13/2015,13844.73
10/14/2015,13875.33
10/15/2015,13828.97
10/16/2015,13838.1
10/19/2015,13758.38
10/20/2015,13841.92
10/21/2015,13704.19
10/22/2015,13878.11
10/23/2015,13953.66
10/26/2015,13790.9
10/27/2015,13699.6
10/28/2015,13863.16
10/29/2015,13791.88
10/30/2015,13529.17
11/2/2015,13623.01
11/3/2015,13710.31
11/4/2015,13661.82
11/5/2015,13558.78
11/6/2015,13553.3
11/9/2015,13482.62
11/10/2015,13411.63
11/11/2015,13341.93
11/12/2015,13127.18
11/13/2015,13075.42
11/16/2015,13317.52
11/17/2015,13280.39
11/18/2015,13399.97
11/19/2015,13473.83
11/20/2015,13433.49
11/23/2015,13382.38
11/24/2015,13407.83
11/25/2015,13403.42
11/26/2015,13425.19
11/27/2015,13368.24
11/30/2015,13469.83
12/1/2015,13636.06
12/2/2015,13463.82
12/3/2015,13324.67
12/4/2015,13358.77
12/7/2015,13042.83
12/8/2015,12922.47
12/9/2015,12937.59
12/10/2015,13016.59
12/11/2015,12789.95
12/14/2015,12695.49
12/15/2015,12919.57
12/16/2015,13166.08
12/17/2015,13009.93
12/18/2015,13024.3
12/21/2015,13034.38
12/22/2015,13082.86
12/23/2015,13284.91
12/24/2015,13309.8
12/29/2015,13245.75
12/30/2015,13142.29
12/31/2015,13009.95
1/4/2016,12927.15
1/5/2016,12920.14
1/6/2016,12726.8
1/7/2016,12448.21
1/8/2016,12445.45
1/11/2016,12319.25
1/12/2016,12373.9
1/13/2016,12170.41
1/14/2016,12336.03
1/15/2016,12073.46
1/18/2016,11942.17
1/19/2016,12002.24
1/20/2016,11843.11
1/21/2016,12035.86
1/22/2016,12389.58
1/25/2016,12143.16
1/26/2016,12331.32
1/27/2016,12377.77
1/28/2016,12591.93
1/29/2016,12822.13
2/1/2016,12674.37
2/2/2016,12442.26
2/3/2016,12593.02
2/4/2016,12774.5
2/5/2016,12763.99
2/8/2016,12535.4
2/9/2016,12282.65
2/10/2016,12185.72
2/11/2016,12087.37
2/12/2016,12381.24
2/16/2016,12554.98
2/17/2016,12867.16
2/18/2016,12931.36
2/19/2016,12813.4
2/22/2016,12845.63
2/23/2016,12763.44
2/24/2016,12740.27
2/25/2016,12753.6
2/26/2016,12797.79
2/29/2016,12860.35
3/1/2016,12982.1
3/2/2016,13017.93
3/3/2016,13123.65
3/4/2016,13212.5
3/7/2016,13383.6
3/8/2016,13311.05
3/9/2016,13392.9
3/10/2016,13379.14
3/11/2016,13522
3/14/2016,13477.54
3/15/2016,13400.31
3/16/2016,13478.13
3/17/2016,13621.3
3/18/2016,13497.07
3/21/2016,13561.09
3/22/2016,13493.49
3/23/2016,13379.48
3/24/2016,13358.11
3/28/2016,13390.19
3/29/2016,13426.23
3/30/2016,13503.98
3/31/2016,13494.36
4/1/2016,13440.44
4/4/2016,13336.15
4/5/2016,13304.66
4/6/2016,13347.46
4/7/2016,13266.44
4/8/2016,13396.73
4/11/2016,13422.76
4/12/2016,13581.42
4/13/2016,13671.35
4/14/2016,13668.29
4/15/2016,13637.2
4/18/2016,13719.82
4/19/2016,13867.28
4/20/2016,13911.29
4/21/2016,13881.2
4/22/2016,13874
4/25/2016,13795.99
4/26/2016,13809.44
4/27/2016,13887.66
4/28/2016,13886.43
4/29/2016,13951.45
5/2/2016,13865.63
5/3/2016,13707.68
5/4/2016,13632
5/5/2016,13632.01
5/6/2016,13701.47
5/9/2016,13563.84
5/10/2016,13775.19
5/11/2016,13788.21
5/12/2016,13787.8
5/13/2016,13748.58
5/16/2016,13893.49
5/17/2016,13917.1
5/18/2016,13826.01
5/19/2016,13817.32
5/20/2016,13919.58
5/24/2016,13952.85
5/25/2016,14053.74
5/26/2016,14049.2
5/27/2016,14105.23
5/30/2016,14086.67
5/31/2016,14065.78
6/1/2016,14063.54
6/2/2016,14136.99
6/3/2016,14226.78
6/6/2016,14276.16
6/7/2016,14365.61
6/8/2016,14313.1
6/9/2016,14240.02
6/10/2016,14037.54
6/13/2016,13993.88
6/14/2016,13884.23
6/15/2016,13923.45
6/16/2016,13882.41
6/17/2016,13901.77
6/20/2016,14015.14
6/21/2016,14012.32
6/22/2016,14003.81
6/23/2016,14131.38
6/24/2016,13891.88
6/27/2016,13689.79
6/28/2016,13842.69
6/29/2016,14036.74
6/30/2016,14064.54
7/4/2016,14258.87
7/5/2016,14219.57
7/6/2016,14231.06
7/7/2016,14134.46
7/8/2016,14259.84
7/11/2016,14361.88
7/12/2016,14477.67
7/13/2016,14493.8
7/14/2016,14514.52
7/15/2016,14482.42
7/18/2016,14532.4
7/19/2016,14524.61
7/20/2016,14533.57
7/21/2016,14565.83
7/22/2016,14600.66
7/25/2016,14498.1
7/26/2016,14550
7/27/2016,14546.54
7/28/2016,14552.72
7/29/2016,14582.74
8/2/2016,14477.01
8/3/2016,14512.05
8/4/2016,14528.78
8/5/2016,14648.77
8/8/2016,14755.62
8/9/2016,14801.23
8/10/2016,14775.04
8/11/2016,14796.06
8/12/2016,14747.45
8/15/2016,14777.02
8/16/2016,14703.44
8/17/2016,14697.6
8/18/2016,14695.68
8/19/2016,14687.46
8/22/2016,14748.19
8/23/2016,14764.77
8/24/2016,14626.24
8/25/2016,14630.72
8/26/2016,14639.88
8/29/2016,14681.97
8/30/2016,14684.85
8/31/2016,14597.95
9/1/2016,14683.91
9/2/2016,14795.7
9/6/2016,14813.02
9/7/2016,14796.75
9/8/2016,14803.26
9/9/2016,14540
9/12/2016,14597.14
9/13/2016,14349.1
9/14/2016,14366.46
9/15/2016,14503.67
9/16/2016,14450.69
9/19/2016,14496.23
9/20/2016,14521.98
9/21/2016,14710.82
9/22/2016,14797.18
9/23/2016,14697.93
9/26/2016,14619.46
9/27/2016,14558.04
9/28/2016,14731.43
9/29/2016,14754.55
9/30/2016,14725.86
10/3/2016,14689.04
10/4/2016,14521.01
10/5/2016,14610.58
10/6/2016,14595.5
10/7/2016,14566.26
10/11/2016,14549.6
10/12/2016,14618.97
10/13/2016,14643.71
10/14/2016,14584.99
10/17/2016,14596.52
10/18/2016,14752.25
10/19/2016,14840.49
10/20/2016,14847.92
10/21/2016,14939.04
10/24/2016,14923.01
10/25/2016,14870.63
10/26/2016,14807.56
10/27/2016,14833.75
10/28/2016,14785.29
10/31/2016,14787.27
11/1/2016,14778.32
11/2/2016,14594.72
11/3/2016,14583.42
11/4/2016,14509.25
11/7/2016,14652.45
11/8/2016,14656.84
11/9/2016,14759.91
11/10/2016,14744.25
11/11/2016,14555.41
11/14/2016,14598.45
11/15/2016,14756.1
11/16/2016,14733.22
11/17/2016,14826.09
11/18/2016,14864.03
11/21/2016,15039.87
11/22/2016,15100.38
11/23/2016,15080.91
11/24/2016,15075.2
11/25/2016,15075.44
11/28/2016,15015.36
11/29/2016,14999.81
11/30/2016,15082.85
12/1/2016,15027.53
12/2/2016,15052.52
12/5/2016,15095.17
12/6/2016,15125.8
12/7/2016,15237.75
12/8/2016,15295.2
12/9/2016,15312.2
12/12/2016,15287.7
12/13/2016,15385.27
12/14/2016,15197.18
12/15/2016,15218.31
12/16/2016,15252.2
12/19/2016,15269.85
12/20/2016,15292.96
12/21/2016,15305.89
12/22/2016,15335.23
12/23/2016,15328.15
12/28/2016,15361.1
12/29/2016,15422.12
12/30/2016,15287.59
1/3/2017,15403.03
1/4/2017,15516.75
1/5/2017,15586.58
1/6/2017,15496.05
1/9/2017,15388.95
1/10/2017,15426.28
1/11/2017,15491.54
1/12/2017,15418.16
1/13/2017,15497.28
1/16/2017,15479.29
1/17/2017,15441.36
1/18/2017,15397.85
1/19/2017,15409.81
1/20/2017,15547.88
1/23/2017,15480.13
1/24/2017,15610.69
1/25/2017,15643.84
1/26/2017,15615.52
1/27/2017,15575.81
1/30/2017,15405.12
1/31/2017,15385.96
2/1/2017,15402.39
2/2/2017,15399.11
2/3/2017,15476.39
2/6/2017,15456.94
2/7/2017,15498.8
2/8/2017,15554.04
2/9/2017,15617.3
2/10/2017,15729.12
2/13/2017,15756.58
2/14/2017,15786.03
2/15/2017,15844.95
2/16/2017,15864.17
2/17/2017,15838.63
2/21/2017,15922.37
2/22/2017,15830.22
2/23/2017,15781.2
2/24/2017,15533.47
2/27/2017,15463.51
2/28/2017,15399.24
3/1/2017,15599.68
3/2/2017,15536.65
3/3/2017,15608.5
3/6/2017,15629.75
3/7/2017,15608.78
3/8/2017,15496.98
3/9/2017,15496.84
3/10/2017,15506.68
3/13/2017,15544.82
3/14/2017,15379.61
3/15/2017,15520.91
3/16/2017,15562.41
3/17/2017,15490.49
3/20/2017,15442.32
3/21/2017,15313.13
3/22/2017,15348.46
3/23/2017,15433.61
3/24/2017,15442.67
3/27/2017,15506.22
3/28/2017,15598.57
3/29/2017,15657.63
3/30/2017,15578.76
3/31/2017,15547.75
4/3/2017,15584.4
4/4/2017,15669.07
4/5/2017,15642.99
4/6/2017,15697.18
4/7/2017,15667.13
4/10/2017,15730.79
4/11/2017,15727.11
4/12/2017,15648.4
4/13/2017,15535.48
4/17/2017,15684.89
4/18/2017,15622.57
4/19/2017,15552.88
4/20/2017,15625.56
4/21/2017,15614.48
4/24/2017,15712.46
4/25/2017,15745.19
4/26/2017,15649.54
4/27/2017,15506.47
4/28/2017,15586.13
5/1/2017,15575.63
5/2/2017,15619.65
5/3/2017,15543.14
5/4/2017,15396.7
5/5/2017,15582.04
5/8/2017,15652.08
5/9/2017,15569.2
5/10/2017,15633.21
5/11/2017,15550.55
5/12/2017,15537.88
5/15/2017,15629.47
5/16/2017,15543.33
5/17/2017,15273.68
5/18/2017,15277.2
5/19/2017,15458.46
5/23/2017,15476.94
5/24/2017,15419.49
5/25/2017,15410.73
